tweet_id,retweet_count,favorite_count
667453023279554560,85,298
667443425659232256,549,751
667437278097252352,225,433
667435689202614272,82,297
667405339315146752,213,447
667393430834667520,52,187
667369227918143488,153,351
667211855547486208,228,467
667200525029539841,248,590
667192066997374976,94,367
667188689915760640,381,716
667182792070062081,5860,13682
667177989038297088,51,184
667176164155375616,436,583
667174963120574464,74,234
667171260800061440,79,212
667165590075940865,1074,2573
667160273090932737,60,248
667152164079423490,16088,45658
667138269671505920,2081,4384
667119796878725120,123,319
667090893657276420,118,317
667073648344346624,113,380
667070482143944705,14,80
667065535570550784,42,161
667062181243039745,49,209
667044094246576128,47,176
667012601033924608,211,427
666996132027977728,84,232
666983947667116034,928,2444
666837028449972224,526,770
666835007768551424,77,200
666826780179869698,88,243
666817836334096384,237,492
666804364988780544,85,221
666786068205871104,463,723
666781792255496192,180,367
666776908487630848,163,331
666739327293083650,62,223
666701168228331520,206,408
666691418707132416,45,177
666649482315059201,583,1066
666644823164719104,76,221
666454714377183233,199,491
666447344410484738,18,98
666437273139982337,42,117
666435652385423360,48,159
666430724426358785,178,301
666428276349472768,77,156
666421158376562688,107,301
666418789513326592,42,115
666411507551481857,301,412
666407126856765440,32,100
666396247373291520,76,159
666373753744588802,84,174
666362758909284353,520,728
666353288456101888,66,199
666345417576210432,128,275
666337882303524864,84,182
666293911632134144,320,468
666287406224695296,62,138
666273097616637952,73,161
666268910803644416,32,96
666104133288665088,6001,13671
666102155909144576,11,72
666099513787052032,60,143
666094000022159362,67,154
666082916733198337,41,103
666073100786774016,147,298
666071193221509120,53,136
666063827256086533,198,447
666058600524156928,54,105
666057090499244032,127,270
666055525042405380,221,409
666051853826850816,778,1129
666050758794694657,51,125
666049248165822465,39,96
666044226329800704,132,272
666033412701032449,41,112
666029285002620928,42,121
666020888022790149,462,2417
